text,label,episode,season,ids
yeah well not anymore i can't he fired us what are we gonna do we have to find a pediatrician wait wait monica said that when you guys were growing up you really liked your doctor what was his name,1,0903,09,40941
dr gettleman yeah i know i don't think that's a good idea in fact i think he's dead,2,0903,09,40942
argh why does everything happen to me,1,0903,09,40943
rach i promise first thing tomorrow we'll find another doctor but i gotta get up early and i'm not feeling all that well,2,0903,09,40944
what what do you mean you're not feeling well what do you have is it rubella because don't go near emma she has not had that shot,1,0903,09,40945
you know come to think of it it does feel rubella like,2,0903,09,40946
wiener wiener wiener wiener,1,0903,09,40947
rachel,2,0903,09,40948
great now he's gonna know it was me,1,0903,09,40949
so how is this for our big double date tonight,6,0903,09,40950
ooh great just the reaction i was hoping for,6,0903,09,40951
yeah so you found someone for me you didn't forget,5,0903,09,40952
of course not and you're gonna love mary ellen she's really smart and cute and funny and i can't tell you how i know this but she' not opposed to threesomes so tell me some about my guy,6,0903,09,40953
no,5,0903,09,40954
come on give me something what's his name,6,0903,09,40955
mike,5,0903,09,40956
mike okay what's his last name,6,0903,09,40957
damnit is there no mystery left in romance anymore,5,0903,09,40958
all right we'll se you and mike at the restaurant in a couple hours,6,0903,09,40959
why did i have to say mike i don't know a mike why couldn't i have said there's no guy in there,5,0903,09,40960
it's impossible to find a good doctor i mean how do you know the good ones from the ones who are gonna push their penis against your knee,1,0903,09,40961
excuse me,3,0903,09,40962
i know what she's talking about,4,0903,09,40963
we've got to find a new pediatrician ross was getting sick last night and i think emma may have caught it,1,0903,09,40964
why don't you go see dr gettleman,3,0903,09,40965
ross said he died,1,0903,09,40966
he didn't die i saw his daughter last week said he was fine her on the other hand botched botox,3,0903,09,40967
oh great well then i'm gonna take emma to see him i wonder why ross said that he died,1,0903,09,40968
oh maybe he was getting him confused with his childhood therapist,3,0903,09,40969
he saw a therapist,4,0903,09,40970
yeah he used to have this recurring nightmare just really freaked him out,3,0903,09,40971
why what was it,1,0903,09,40972
that i was going to eat him,3,0903,09,40973
mike,5,0903,09,40974
i gotta tell you i can't believe i'm doing this with you although i did just get out of a nine year relationship so i guess i should be open and taking some risks,0,0903,09,40975
everything is gonna be fine just follow my lead okay all you have to do is pretend to be mike,5,0903,09,40976
i am mike,0,0903,09,40977
atta boy,5,0903,09,40978
joey this is mary ellen jenkins so mike how do you and joey know each other anyway,6,0903,09,40979
how do i and joey know each other wow if i had a nickel for every time somebody has asked me that,0,0903,09,40980
from school,5,0903,09,40981
yeah we met in college i mean high school,0,0903,09,40982
wow you guys go way back then so what are you up to these days,6,0903,09,40983
mike 'attorney at law',5,0903,09,40984
actually i just gave up my practice,0,0903,09,40985
what that's the kinda thing you usually run by me,5,0903,09,40986
i always wanted to play piano professionally and i figured if i don't do this now i never will,0,0903,09,40987
wow that's great i liked that better than the law thing so,6,0903,09,40988
which is why i waited until now to introduce you to mike,5,0903,09,40989
i thought you thought he was still a lawyer,0,0903,09,40990
no no that's not what i meant let's get you a cocktail,5,0903,09,40991
what are you doing,3,0903,09,40992
looking for restaurant jobs for you in tulsa,4,0903,09,40993
that's so sweet find anything,3,0903,09,40994
slim pickings,4,0903,09,40995
no 'slim pickings' it's a barbecue restaurant they're looking for a cook actually 'cook' may be a bit of a stretch they're looking for someone to shovel mesquite,4,0903,09,40996
'slim pickings' that is so cheesy,3,0903,09,40997
'so cheesy' also has an opening,4,0903,09,40998
honey that's okay i actually know this woman nancy who's a restaurant biz head hunter maybe she'll know of something,3,0903,09,40999
can i just say how much i appreciate you coming with me when we get to tulsa i'm taking you for a great dinner at 'slim pickings' 'so cheesy' 'whole hog' it's going to be tough to keep kosher in tulsa,4,0903,09,41000
hi my name is rachel green i have an appointment for emma,1,0903,09,41001
dr gettleman is finishing up with a patient he should be out shortly,0,0903,09,41002
i think you just have a cold it's definitely not strep,0,0903,09,41003
would you like a lollypop,0,0903,09,41004
you even have to ask he is alive,2,0903,09,41005
you know it's so surprising that you and joey have known each other for so long and i've never heard about you,6,0903,09,41006
yeah that's because we had a bit of a falling out mike hit my mom with a car,5,0903,09,41007
no i didn't,0,0903,09,41008
that's okay mike i have forgiven you and now we're friends again everything's great mary ellen wait is your mom okay,5,0903,09,41009
please we're trying to have a conversation,5,0903,09,41010
wow you're a lot nicer on 'days of our lives',0,0903,09,41011
'days of our lives' that's why you look so familiar,0,0903,09,41012
what,6,0903,09,41013
what,0,0903,09,41014
what,5,0903,09,41015
do you not know each other,6,0903,09,41016
of course we do mike is playing a game that we used to play in high school yeah where we pretend we don't know each other we played all kinds of games hey remember the one where i punch you in the face for not being cool,5,0903,09,41017
mike let me ask you something how many sisters does joey have,6,0903,09,41018
six,0,0903,09,41019
what are you doing i said seven argh,5,0903,09,41020
joey why did you set me up with a stranger,6,0903,09,41021
because i forgot about our date i'm so sorry,5,0903,09,41022
i'm sorry too and just to be clear i didn't hit his mother with a car,0,0903,09,41023
you are unbelievable i spent so much time finding the perfect girl for you you know mary ellen is really smart and cute and loose,6,0903,09,41024
who are you kidding you just find some guy off the street for me oh god this is humiliating,6,0903,09,41025
look phoebe i'm so sorry hey look if you don't like this guy i can find you a better one mike mike,5,0903,09,41026
i'm out of here,6,0903,09,41027
it was nice meeting you,0,0903,09,41028
you're leaving too,5,0903,09,41029
i'll stay if you can tell me my name,0,0903,09,41030
honey we're leaving tomorrow you've still got a lot of packing to do,4,0903,09,41031
you're right maybe i shouldn't go,3,0903,09,41032
what,4,0903,09,41033
so nancy told me about this job at this great restaurant javo it's just a little outside of tulsa,3,0903,09,41034
how far outside,4,0903,09,41035
manhattan,3,0903,09,41036
and you're thinking of taking it so before you said being me with me was more important than any job but i guess now it's old job me new job,4,0903,09,41037
i'm gonna miss this hand okay i know it's a lot to ask but oh my god chandler this is a once in a lifetime opportunity,3,0903,09,41038
what happened to 'you can't live without me four days a week',4,0903,09,41039
i think you should take the job,4,0903,09,41040
yeah i know it must be important to you when you start chattering like a monkey,4,0903,09,41041
that's the nicest anyone has ever said to me,3,0903,09,41042
how was the pediatrician,3,0903,09,41043
oh i really liked him yeah it was really really really good,1,0903,09,41044
you promised you wouldn't say anything,2,0903,09,41045
i know ross still sees his pediatrician i don't care,1,0903,09,41046
are you serious you still see dr gettleman,3,0903,09,41047
he's a brilliant diagnostician,2,0903,09,41048
diagnostician or boo boo fixer,4,0903,09,41049
ross seriously you've gotta go to an appropriate doctor,1,0903,09,41050
why why i know it's a little weird but hey he's a great doctor okay he knows my medical history and every time i go in there he makes a big deal 'ah look it's my favorite patient ',2,0903,09,41051
does he say that before he sticks his thermometer in your touchy,4,0903,09,41052
hey i seem to remember someone bringing his security blanket to college,2,0903,09,41053
that was not a security blanket that was a wall hanging,4,0903,09,41054
it didn't spend much time on the wall,2,0903,09,41055
excuse me hi i was hoping i would run into you can we talk,0,0903,09,41056
i'm sorry really i'm so embarrassed really i'm a pretty nice guy just ask my parole officer apparently i'm not a funny guy,0,0903,09,41057
why did you go along with that,6,0903,09,41058
because i was told i'd get a free dinner which i didn't and that i'd meet a pretty girl which i did,0,0903,09,41059
that's true well is anything you told me about yourself true,6,0903,09,41060
my name in mike and i do play piano,0,0903,09,41061
prove it,6,0903,09,41062
there isn't a piano here,0,0903,09,41063
that wouldn't stand in the way of a true pianist,6,0903,09,41064
you are really good i play a little guitar myself,6,0903,09,41065
that's great what kind of music do you play,0,0903,09,41066
well like acoustic folksy stuff you know but right now i'm working on a couple 'iron maiden' covers,6,0903,09,41067
do you think that maybe sometime i could,0,0903,09,41068
it's okay go ahead ask me out,6,0903,09,41069
okay do you think maybe sometime i could take you out,0,0903,09,41070
oh you just caught me off guard yeah that would be nice,6,0903,09,41071
look at this my two best friends,5,0903,09,41072
excuse me i don't mean to be a jerk but the baby with the rash came in after me,2,0903,09,41073
the doctor will be right with you sir,0,0903,09,41074
mommy i can't find waldo,0,0903,09,41075
with the circus he's behind the elephant,2,0903,09,41076
wow so your child is a big fan of the waldo books too,0,0903,09,41077
yeah that's how i know i'm ross by the way,2,0903,09,41078
hi i'm sally so no ring can i assume you are also a single parent,0,0903,09,41079
i am a single parent,2,0903,09,41080
it's hard isn't it there's almost no time for a social life i mean where are you gonna meet someone,0,0903,09,41081
