text2,label,episode,season,places,ids,text1,label_prev
ok if everyone's on board it's settled chandler chandler,0,0902,09,0,40724,it really does how long do you think we have to stay,6.0
yep,4,0902,09,0,40725,ok if everyone's on board it's settled chandler chandler,0.0
are you on board,0,0902,09,0,40726,yep,4.0
well alright we already tried feeding her changing her burping her oh try this one go back in time and listen to phoebe,6,0902,09,4,40728,then problem solved chandler will be running our office in tulsa you're gonna love oklahoma,0.0
alright here's something it says to try holding the baby close to your body and then swing her rapidly from side to side,3,0902,09,4,40729,well alright we already tried feeding her changing her burping her oh try this one go back in time and listen to phoebe,6.0
oh oh no just stopped to throw up a little bit oh come on what am i gonna do its been hours and it won't stop crying,1,0902,09,4,40731,it worked,3.0
umm she rach not it she,3,0902,09,4,40732,oh oh no just stopped to throw up a little bit oh come on what am i gonna do its been hours and it won't stop crying,1.0
yeah i'm not so sure,1,0902,09,4,40733,umm she rach not it she,3.0
oh my god i am losing my mind,3,0902,09,4,40734,yeah i'm not so sure,1.0
yeah no kidding this just proves no good can come from having sex with ross,6,0902,09,4,40735,oh my god i am losing my mind,3.0
hey gunther can i get a couple of blueberry muffins to go,2,0902,09,1,40736,yeah no kidding this just proves no good can come from having sex with ross,6.0
so i guess rachel had you baby,0,0902,09,1,40738,yep,2.0
yep can you believe it,2,0902,09,1,40739,so i guess rachel had you baby,0.0
nope i still can't believe she slept with you in the first place,0,0902,09,1,40740,yep can you believe it,2.0
huh ooh you mean like a huh,2,0902,09,1,40741,nope i still can't believe she slept with you in the first place,0.0
hey ross i know you're pissed at me but we have to talk about this,5,0902,09,1,40742,huh ooh you mean like a huh,2.0
ah actually we don't,2,0902,09,1,40743,hey ross i know you're pissed at me but we have to talk about this,5.0
fine fine okay but i gotta say technically i didn't even do anything wrong,5,0902,09,1,40744,ah actually we don't,2.0
what you didn't do anything wrong,2,0902,09,1,40745,fine fine okay but i gotta say technically i didn't even do anything wrong,5.0
i said i didn't technically,5,0902,09,1,40746,what you didn't do anything wrong,2.0
okay let's put aside that you accidentally picked up my grandmothers ring and you accidentally proposed to rachel,2,0902,09,1,40747,i said i didn't technically,5.0
look can i just stop you right there for a second when people do this i don't really know what that means you were saying,5,0902,09,1,40748,okay let's put aside that you accidentally picked up my grandmothers ring and you accidentally proposed to rachel,2.0
and i can even understand that you couldn't tell rachel but why couldn't you tell me huh you had all day to and you didn't,2,0902,09,1,40749,look can i just stop you right there for a second when people do this i don't really know what that means you were saying,5.0
i know i should've i'm sorry,5,0902,09,1,40750,and i can even understand that you couldn't tell rachel but why couldn't you tell me huh you had all day to and you didn't,2.0
not using it right joe,2,0902,09,1,40751,i know i should've i'm sorry,5.0
no come on ross look ross we have to get past this,5,0902,09,1,40753,i'm gonna go,2.0
give me the bag,2,0902,09,1,40754,no come on ross look ross we have to get past this,5.0
no look i don't know what else to do i said i'm sorry,5,0902,09,1,40755,give me the bag,2.0
joey,2,0902,09,1,40756,no look i don't know what else to do i said i'm sorry,5.0
you should scream at me or or or curse me or hit me,5,0902,09,1,40757,joey,2.0
i'm not gonna hit you,2,0902,09,1,40758,you should scream at me or or or curse me or hit me,5.0
why not you'll feel better i'll feel better and you know you want to i can see it in your eyes,5,0902,09,1,40759,i'm not gonna hit you,2.0
no i don't,2,0902,09,1,40760,why not you'll feel better i'll feel better and you know you want to i can see it in your eyes,5.0
a little bit,5,0902,09,1,40761,no i don't,2.0
no,2,0902,09,1,40762,a little bit,5.0
little bit,5,0902,09,1,40763,no,2.0
no,2,0902,09,1,40764,little bit,5.0
a little bit more,5,0902,09,1,40765,no,2.0
give me the bag,2,0902,09,1,40766,a little bit more,5.0
i'm sorry it was a reflex,5,0902,09,1,40772,you ducked,2.0
oh my god this really hurts,2,0902,09,1,40773,i'm sorry it was a reflex,5.0
i couldn't help it when a fist comes at your face you duck look,5,0902,09,1,40774,oh my god this really hurts,2.0
what is the matter with you,2,0902,09,1,40775,i couldn't help it when a fist comes at your face you duck look,5.0
you were supposed to duck why didn't you duck,5,0902,09,1,40776,what is the matter with you,2.0
why don't we talk about this on the way to the hospital,2,0902,09,1,40777,you were supposed to duck why didn't you duck,5.0
good good yeah maybe while we're there they can check your reflexes oops commercial break,5,0902,09,1,40778,why don't we talk about this on the way to the hospital,2.0
try feeding her again,3,0902,09,4,40779,good good yeah maybe while we're there they can check your reflexes oops commercial break,5.0
i already fed her,1,0902,09,4,40780,try feeding her again,3.0
i know that's why i said again,3,0902,09,4,40781,i already fed her,1.0
alright you guys we can't turn on each other okay that's just what she wants,6,0902,09,4,40782,i know that's why i said again,3.0
monica can i talk to you outside for a minute,4,0902,09,4,40783,alright you guys we can't turn on each other okay that's just what she wants,6.0
oh no you guys just stay here i'm gonna go check her diaper pheebs you wanna come,1,0902,09,4,40784,monica can i talk to you outside for a minute,4.0
oh i'm kinda part of this,6,0902,09,4,40785,oh no you guys just stay here i'm gonna go check her diaper pheebs you wanna come,1.0
actually pheebs its more of a husband and wife kinda thing,4,0902,09,4,40786,oh i'm kinda part of this,6.0
i knew i should have married chandler,6,0902,09,4,40787,actually pheebs its more of a husband and wife kinda thing,4.0
umm you know how we always said that it would be fun to move to paris for a year you know you could study french cooking and i could write and we could take a picnic along the seine and go wine tasting in bordeaux,4,0902,09,4,40788,i knew i should have married chandler,6.0
what who says that,3,0902,09,4,40790,okay you know how that people say that tulsa is the paris of oklahoma,4.0
people who've never ever been to paris,4,0902,09,4,40791,what who says that,3.0
what's going on,3,0902,09,4,40792,people who've never ever been to paris,4.0
we're moving to tulsa,4,0902,09,4,40793,what's going on,3.0
excuse me,3,0902,09,4,40794,we're moving to tulsa,4.0
okay ms mckenna she kind of works above my boss she asked me to move to tulsa and be the president of our office there and i was sleeping and apparently said yes,4,0902,09,4,40795,excuse me,3.0
chandler i don't even wanna see the musical oklahoma,3,0902,09,4,40797,the sooner state whatever that is,4.0
really oh what a beautiful morning surrey with a fringe on top,4,0902,09,4,40798,chandler i don't even wanna see the musical oklahoma,3.0
are you trying to tell me that we're moving to oklahoma or that you're gay all right not that this matters but did they at least offer you a huge raise,3,0902,09,4,40799,really oh what a beautiful morning surrey with a fringe on top,4.0
no no but they are going to lease us a ford focus i'll get out of it,4,0902,09,4,40800,are you trying to tell me that we're moving to oklahoma or that you're gay all right not that this matters but did they at least offer you a huge raise,3.0
oh she misunderstood she thought she was moving to tulsa,3,0902,09,4,40802,what is wrong with emma,4.0
umm ma'am do you have a minute i kind of have some bad news i don't think i can move to tulsa,4,0902,09,0,40803,oh she misunderstood she thought she was moving to tulsa,3.0
what,0,0902,09,0,40804,umm ma'am do you have a minute i kind of have some bad news i don't think i can move to tulsa,4.0
it's a funny story actually i kind of fell asleep in the meeting this morning so when i said i'd move to tulsa i didn't really know what i was saying,4,0902,09,0,40805,what,0.0
you fell asleep,0,0902,09,0,40806,it's a funny story actually i kind of fell asleep in the meeting this morning so when i said i'd move to tulsa i didn't really know what i was saying,4.0
hey so how is it,5,0902,09,8,40808,chandler i,0.0
you know what you can go i just have to fill out some forms,2,0902,09,8,40810,your thumb that's weird you sure you're punching right make a fist maybe later ross i feel terrible,5.0
you you want me to help you with that,5,0902,09,8,40811,you know what you can go i just have to fill out some forms,2.0
why does it look like i'm having trouble with my misshapen claw,2,0902,09,8,40812,you you want me to help you with that,5.0
name i know ross but what's it short for you know like like rossel or rosstepher,5,0902,09,8,40813,why does it look like i'm having trouble with my misshapen claw,2.0
just ross,2,0902,09,8,40814,name i know ross but what's it short for you know like like rossel or rosstepher,5.0
it's pretty okay date of birth,5,0902,09,8,40815,just ross,2.0
october 18th,2,0902,09,8,40816,it's pretty okay date of birth,5.0
occupation dinosaurs,5,0902,09,8,40817,october 18th,2.0
actually i'm a palian dinosaurs is fine the drawing is not,2,0902,09,8,40818,occupation dinosaurs,5.0
alright who do you want as your emergency contact,5,0902,09,8,40819,actually i'm a palian dinosaurs is fine the drawing is not,2.0
ah rachel i guess,2,0902,09,8,40820,alright who do you want as your emergency contact,5.0
okay relationship boy this could take a while,5,0902,09,8,40821,ah rachel i guess,2.0
just ah just put roommate,2,0902,09,8,40822,okay relationship boy this could take a while,5.0
come on you guys are more then that i mean you're gonna get together right,5,0902,09,8,40823,just ah just put roommate,2.0
i don't think that we are,2,0902,09,8,40824,come on you guys are more then that i mean you're gonna get together right,5.0
but you two were supposed to be together,5,0902,09,8,40825,i don't think that we are,2.0
well i thought so too but then she said she'd marry you,2,0902,09,8,40826,but you two were supposed to be together,5.0
come on ross that didn't mean anything she just had the baby she was all freaked out about doing it alone she would have said yes to anybody,5,0902,09,8,40827,well i thought so too but then she said she'd marry you,2.0
